comment,toxic,threat,insult,discrimination,clean_comment,tokens
"""

 Suggesion for a more compact grid 

I'd like to propose a new grid format for the income inequality list. I've uploaded a screenshot here. By combining the UN/CIA """"R/P 10%"""" columns and the World Bank/CIA/GPI """"Gini index"""" columns, and by writing the years directly besides the values, we can make this grid much more readable. Of course, one could not sort by year anymore, but I don't think this is such an issue. Whichever source (UN, CIA, WB, GPI) has the latest value, that source's data should be displayed. I don't see a need for displaying different sources, since they probably all calculate those indices using the same data. I'll leave some time for people to comment on my proposal, and if no one minds, I'll go ahead and implement it.   """,0,0,0,0,"

 suggesion for a more compact grid 

id like to propose a new grid format for the income inequality list ive uploaded a screenshot here by combining the uncia rp 10 columns and the world bankciagpi gini index columns and by writing the years directly besides the values we can make this grid much more readable of course one could not sort by year anymore but i dont think this is such an issue whichever source un cia wb gpi has the latest value that sources data should be displayed i dont see a need for displaying different sources since they probably all calculate those indices using the same data ill leave some time for people to comment on my proposal and if no one minds ill go ahead and implement it   ","['suggesion', 'compact', 'grid', 'id', 'like', 'propose', 'new', 'grid', 'format', 'income', 'inequality', 'list', 'ive', 'uploaded', 'screenshot', 'combining', 'uncia', 'rp', '10', 'columns', 'world', 'bankciagpi', 'gini', 'index', 'columns', 'writing', 'years', 'directly', 'values', 'make', 'grid', 'readable', 'course', 'sort', 'year', 'anymore', 'dont', 'think', 'issue', 'whichever', 'source', 'cia', 'wb', 'gpi', 'latest', 'value', 'sources', 'data', 'displayed', 'dont', 'need', 'displaying', 'different', 'sources', 'probably', 'calculate', 'indices', 'using', 'data', 'ill', 'leave', 'time', 'people', 'comment', 'proposal', 'minds', 'ill', 'ahead', 'implement']"
"""
I'm asking for WP:Mediation, there clearly is no talking to you guys. You are not assuming good faith and are trying to introduce WP:POV deliberately to wikipedia. Well it won't work. Thanks  """,0,0,0,0,"
im asking for wpmediation there clearly is no talking to you guys you are not assuming good faith and are trying to introduce wppov deliberately to wikipedia well it wont work thanks  ","['im', 'asking', 'wpmediation', 'clearly', 'talking', 'guys', 'assuming', 'good', 'faith', 'trying', 'introduce', 'wppov', 'deliberately', 'wikipedia', 'wont', 'work', 'thanks']"
"""

From Kind Singaporean to SG man: 
I already stated earlier that the information I gave was true right up to 2003, thus this article is a piece of history: a recollection of things and experiences that are already passed.

There have been a lot of changes in the SPF in the 2 years since then, many of which I am not aware of. Guess LSF had experienced """"a wind of change"""" by now, who knows?

Besides, during my years there, LSF regularly used the parade square in SOC for their drills and other training purposes (and I guess they still do today). All these could be witnessed by residents in nearby HDB blocks with their naked eyes. Thus, LSF activities and going-ons then were no secret. Any Tom, Dick and Harry from outside could take a peek on us.

In view of these, I strongly believe that publishing this article is appropriate. I know where's my OB markers are. I thank SG man for his concern. -14 January 2006""",0,0,0,0,"

from kind singaporean to sg man 
i already stated earlier that the information i gave was true right up to 2003 thus this article is a piece of history a recollection of things and experiences that are already passed

there have been a lot of changes in the spf in the 2 years since then many of which i am not aware of guess lsf had experienced a wind of change by now who knows

besides during my years there lsf regularly used the parade square in soc for their drills and other training purposes and i guess they still do today all these could be witnessed by residents in nearby hdb blocks with their naked eyes thus lsf activities and goingons then were no secret any tom dick and harry from outside could take a peek on us

in view of these i strongly believe that publishing this article is appropriate i know wheres my ob markers are i thank sg man for his concern 14 january 2006","['kind', 'singaporean', 'sg', 'man', 'stated', 'earlier', 'information', 'gave', 'true', 'right', '2003', 'article', 'piece', 'history', 'recollection', 'things', 'experiences', 'passed', 'lot', 'changes', 'spf', '2', 'years', 'aware', 'guess', 'lsf', 'experienced', 'wind', 'change', 'knows', 'years', 'lsf', 'regularly', 'used', 'parade', 'square', 'soc', 'drills', 'training', 'purposes', 'guess', 'today', 'witnessed', 'residents', 'nearby', 'hdb', 'blocks', 'naked', 'eyes', 'lsf', 'activities', 'goingons', 'secret', 'tom', 'dick', 'harry', 'outside', 'peek', 'view', 'strongly', 'believe', 'publishing', 'article', 'appropriate', 'know', 'wheres', 'ob', 'markers', 'thank', 'sg', 'man', 'concern', '14', 'january', '2006']"
"""

don't be a dumbfuck
The """"Pedigree"""" or Double Underhook Facebuster is not an actual facebuster; it is a DDT because it incorporates a headlock. Stop being a dumbfuck fanboi and stop reverting.""",1,0,1,0,"

dont be a dumbfuck
the pedigree or double underhook facebuster is not an actual facebuster it is a ddt because it incorporates a headlock stop being a dumbfuck fanboi and stop reverting","['dont', 'dumbfuck', 'pedigree', 'double', 'underhook', 'facebuster', 'actual', 'facebuster', 'ddt', 'incorporates', 'headlock', 'stop', 'dumbfuck', 'fanboi', 'stop', 'reverting']"
I would support the removal of the split template as the split suggestion was about the infobox. However I have since changed the infobox to be more status neutral and I have added relevant UNMIK information. So now we basically have what was in the three previous infoboxes all in one now.,0,0,0,0,i would support the removal of the split template as the split suggestion was about the infobox however i have since changed the infobox to be more status neutral and i have added relevant unmik information so now we basically have what was in the three previous infoboxes all in one now,"['support', 'removal', 'split', 'template', 'split', 'suggestion', 'infobox', 'changed', 'infobox', 'status', 'neutral', 'added', 'relevant', 'unmik', 'information', 'basically', 'previous', 'infoboxes']"
"""

 """"PB"""" 

The article mentions that the 'PB' of PBSUCCESS comes from 'Presidential Board'.  I have read in at least two other sources that it refers to the two country digraph that the CIA used to indicate 'Guatemala', however I can't find anywhere where this is indicated for sure?  Anyone know?""",0,0,0,0,"

 pb 

the article mentions that the pb of pbsuccess comes from presidential board  i have read in at least two other sources that it refers to the two country digraph that the cia used to indicate guatemala however i cant find anywhere where this is indicated for sure  anyone know","['pb', 'article', 'mentions', 'pb', 'pbsuccess', 'comes', 'presidential', 'board', 'read', 'sources', 'refers', 'country', 'digraph', 'cia', 'used', 'indicate', 'guatemala', 'indicated', 'sure', 'know']"
"""

 trekbbs 

Thank you for your opinions in the TrekBBS AFD.  I do not agree with the closing admin's decision and have listed this now under Deletion Review. As you had participated in the AFD, I wished to inform you this in case you wished to voice your opinion on this (view my history)/(How am I doing?) """,0,0,0,0,"

 trekbbs 

thank you for your opinions in the trekbbs afd  i do not agree with the closing admins decision and have listed this now under deletion review as you had participated in the afd i wished to inform you this in case you wished to voice your opinion on this view my historyhow am i doing ","['trekbbs', 'thank', 'opinions', 'trekbbs', 'afd', 'agree', 'closing', 'admins', 'decision', 'listed', 'deletion', 'review', 'participated', 'afd', 'wished', 'inform', 'case', 'wished', 'voice', 'opinion', 'view', 'historyhow', 'doing']"
I've got better things to do then play this stupid game with you! I'm not a retard like you!,1,0,1,0,ive got better things to do then play this stupid game with you im not a retard like you,"['ive', 'got', 'better', 'things', 'play', 'stupid', 'game', 'im', 'retard', 'like']"
"So the fact that the US Govt wants to put some dude in jail for 6 yrs is irrelevant to you?  The fact that the US Govt wants some dude to PAY restitution in over $160,000 to celebrites is irrelevant to you?  You act like that kind of stuff happens every day.  But I challenge you to name one other person that is has happened to, on the scale that this has happened, anywhere in the country.  You can't, can you.  Maybe you should look in the mirror before calling someone disruptive.",1,0,0,0,so the fact that the us govt wants to put some dude in jail for 6 yrs is irrelevant to you  the fact that the us govt wants some dude to pay restitution in over 160000 to celebrites is irrelevant to you  you act like that kind of stuff happens every day  but i challenge you to name one other person that is has happened to on the scale that this has happened anywhere in the country  you cant can you  maybe you should look in the mirror before calling someone disruptive,"['fact', 'govt', 'wants', 'dude', 'jail', '6', 'yrs', 'irrelevant', 'fact', 'govt', 'wants', 'dude', 'pay', 'restitution', '160000', 'celebrites', 'irrelevant', 'act', 'like', 'kind', 'stuff', 'happens', 'day', 'challenge', 'person', 'happened', 'scale', 'happened', 'country', 'maybe', 'look', 'mirror', 'calling', 'disruptive']"
"! My other edits have been nullified as well! Not only His Majesty Crown Prince Leka's! And I didnt brake the wikipedia policy there (I read it now, a little).",0,0,0,0, my other edits have been nullified as well not only his majesty crown prince lekas and i didnt brake the wikipedia policy there i read it now a little,"['edits', 'nullified', 'majesty', 'crown', 'prince', 'lekas', 'didnt', 'brake', 'wikipedia', 'policy', 'read', 'little']"
"""

 DYK hook? 

Statistics on this are phenomenal and it's current. Can we prioritize a DYK on it while people will have exceptional interest? FT2 (Talk | email) """,0,0,0,0,"

 dyk hook 

statistics on this are phenomenal and its current can we prioritize a dyk on it while people will have exceptional interest ft2 talk  email ","['dyk', 'hook', 'statistics', 'phenomenal', 'current', 'prioritize', 'dyk', 'people', 'exceptional', 'ft2', 'talk', 'email']"
"Problem is, I have lots of links elsewhere (on talk pages, etc.) that link to specific sections of this page and I don't want to break them.",0,0,0,0,problem is i have lots of links elsewhere on talk pages etc that link to specific sections of this page and i dont want to break them,"['problem', 'lots', 'links', 'talk', 'pages', 'link', 'specific', 'sections', 'page', 'dont', 'want', 'break']"
I'll say this again: I am not a sockpuppet. 193.109.199.35,0,0,0,0,ill say this again i am not a sockpuppet 19310919935,"['ill', 'say', 'sockpuppet', '19310919935']"
"""
Yeah, that was the error I was trying to fix. p  I have now.— ChatOffline """,0,0,0,0,"
yeah that was the error i was trying to fix p  i have now chatoffline ","['yeah', 'error', 'trying', 'fix', 'p', 'chatoffline']"
"Lol. Yes, it's been special lately. Benjiboi",0,0,0,0,lol yes its been special lately benjiboi,"['lol', 'yes', 'special', 'lately', 'benjiboi']"
"Speech benefits? 

Are there any benefits to tongue twisters? Any clinical studies? 192.136.210.191",0,0,0,0,"speech benefits 

are there any benefits to tongue twisters any clinical studies 192136210191","['speech', 'benefits', 'benefits', 'tongue', 'twisters', 'clinical', 'studies', '192136210191']"
"RE:  Hulk changes.

Fuck off idiot.

user coldbrotha",1,0,0,0,"re  hulk changes

fuck off idiot

user coldbrotha","['hulk', 'changes', 'fuck', 'idiot', 'user', 'coldbrotha']"
"List of ice hockey teams in Ontario 

I updated Template:OHL and Template:Defunct OHL to try to simplify things. Template:OHL contains all teams past and current for the OHL. Template:Defunct OHL contains all past teams from the OMJHL and the OHA Junior A. That template may need to be renamed. 

Regarding the article List of ice hockey teams in Ontario. How should we handle the defunct teams from the OHL, OMJHL, and OHA Junior A?  
That is a really good question.  I would like to add them, as it would allow the list to be both complete, and consistant with the others.  I havent added defunct Jr A teams on any other article, but many of these OHA Jr A teams were the highest level of Junior hockey at the time, I believe, so should be added as being equivalent of Major-Junior.  However, that will likely make this a really long list.  It might make sense to split the article into two: active and defunct  as I did with the baseball lists. I would suggest expanding the defunct teams and seeing how long the article gets, then deciding from there.  If we hope to get it to featured list status, as I would like for all, then we can't use the template as a part of the article itself.",0,0,0,0,"list of ice hockey teams in ontario 

i updated templateohl and templatedefunct ohl to try to simplify things templateohl contains all teams past and current for the ohl templatedefunct ohl contains all past teams from the omjhl and the oha junior a that template may need to be renamed 

regarding the article list of ice hockey teams in ontario how should we handle the defunct teams from the ohl omjhl and oha junior a  
that is a really good question  i would like to add them as it would allow the list to be both complete and consistant with the others  i havent added defunct jr a teams on any other article but many of these oha jr a teams were the highest level of junior hockey at the time i believe so should be added as being equivalent of majorjunior  however that will likely make this a really long list  it might make sense to split the article into two active and defunct  as i did with the baseball lists i would suggest expanding the defunct teams and seeing how long the article gets then deciding from there  if we hope to get it to featured list status as i would like for all then we cant use the template as a part of the article itself","['list', 'ice', 'hockey', 'teams', 'ontario', 'updated', 'templateohl', 'templatedefunct', 'ohl', 'try', 'simplify', 'things', 'templateohl', 'contains', 'teams', 'past', 'current', 'ohl', 'templatedefunct', 'ohl', 'contains', 'past', 'teams', 'omjhl', 'oha', 'junior', 'template', 'need', 'renamed', 'regarding', 'article', 'list', 'ice', 'hockey', 'teams', 'ontario', 'handle', 'defunct', 'teams', 'ohl', 'omjhl', 'oha', 'junior', 'really', 'good', 'question', 'like', 'add', 'allow', 'list', 'complete', 'consistant', 'havent', 'added', 'defunct', 'jr', 'teams', 'article', 'oha', 'jr', 'teams', 'highest', 'level', 'junior', 'hockey', 'time', 'believe', 'added', 'equivalent', 'majorjunior', 'likely', 'make', 'really', 'long', 'list', 'make', 'sense', 'split', 'article', 'active', 'defunct', 'did', 'baseball', 'lists', 'suggest', 'expanding', 'defunct', 'teams', 'seeing', 'long', 'article', 'gets', 'deciding', 'hope', 'featured', 'list', 'status', 'like', 'use', 'template', 'article']"
"Why did you feel it necessary to create a new account just to ask me that?  Fatuorum 
I'd rather not say if that's all right. I don't want to cause anyone any embarrassment. If it concerns you, I'd be happy to discontinue.",0,0,0,0,"why did you feel it necessary to create a new account just to ask me that  fatuorum 
id rather not say if thats all right i dont want to cause anyone any embarrassment if it concerns you id be happy to discontinue","['did', 'feel', 'necessary', 'create', 'new', 'account', 'just', 'ask', 'fatuorum', 'id', 'say', 'thats', 'right', 'dont', 'want', 'cause', 'embarrassment', 'concerns', 'id', 'happy', 'discontinue']"
It's in the other articles because the other articles are wrong.,0,0,0,0,its in the other articles because the other articles are wrong,"['articles', 'articles', 'wrong']"
But this user  is breaking all the work.,0,0,0,0,but this user  is breaking all the work,"['user', 'breaking', 'work']"
", Blah Blah Blah, you've been blocked because people are sensitive pussies who get hurt easily..",1,0,1,0, blah blah blah youve been blocked because people are sensitive pussies who get hurt easily,"['blah', 'blah', 'blah', 'youve', 'blocked', 'people', 'sensitive', 'pussies', 'hurt', 'easily']"
- by a person with no life and takes it up the ass,1,0,0,0, by a person with no life and takes it up the ass,"['person', 'life', 'takes', 'ass']"
What are you retarded? I already am blocked. What a fucking moron.,1,0,1,0,what are you retarded i already am blocked what a fucking moron,"['retarded', 'blocked', 'fucking', 'moron']"
"Hey, you fascist swine, you're gonna get raped in the ass. Nice job being Jimbo's bitch, you pathetic piece of shit.",1,1,1,0,hey you fascist swine youre gonna get raped in the ass nice job being jimbos bitch you pathetic piece of shit,"['hey', 'fascist', 'swine', 'youre', 'gonna', 'raped', 'ass', 'nice', 'job', 'jimbos', 'bitch', 'pathetic', 'piece', 'shit']"
"Blasphamy!!!! 
Most of you guys are breaking the Wikipedia politeness guidelines AND ARE MAKING BELLDANDY CRY WITH YOUR HATEFUL ACTIONS! Since Belldandy has never had sex with Keichi in the manga or animes how can it be porn at all? The brief and underly drawn scenes of her nudity are not part of her trying to have sex or seduce Keichi. If it was not for Belldandy's mercy, you would all pay with rivers of blood most likely! Repent to the Goddess Belldandy lest she strike ye down!!!",1,0,0,0,"blasphamy 
most of you guys are breaking the wikipedia politeness guidelines and are making belldandy cry with your hateful actions since belldandy has never had sex with keichi in the manga or animes how can it be porn at all the brief and underly drawn scenes of her nudity are not part of her trying to have sex or seduce keichi if it was not for belldandys mercy you would all pay with rivers of blood most likely repent to the goddess belldandy lest she strike ye down","['blasphamy', 'guys', 'breaking', 'wikipedia', 'politeness', 'guidelines', 'making', 'belldandy', 'hateful', 'actions', 'belldandy', 'sex', 'keichi', 'manga', 'animes', 'porn', 'brief', 'underly', 'drawn', 'scenes', 'nudity', 'trying', 'sex', 'seduce', 'keichi', 'belldandys', 'mercy', 'pay', 'rivers', 'blood', 'likely', 'repent', 'goddess', 'belldandy', 'lest', 'strike', 'ye']"
"""
Um no. I think there may be a misunderstanding. I am in full agreement that o Canada is played at many, many, many public events. I am refering to GSTQ.   
I don't disagree with you Miesianiacal. But stating that GSTQ is sometimes played at public events is plain misleading. Military events seem to be the only one's to play it within the last 40 years. What if it went: """"it is sometimes played along with O Canada at military events"""". Or something to that affect.""",0,0,0,0,"
um no i think there may be a misunderstanding i am in full agreement that o canada is played at many many many public events i am refering to gstq   
i dont disagree with you miesianiacal but stating that gstq is sometimes played at public events is plain misleading military events seem to be the only ones to play it within the last 40 years what if it went it is sometimes played along with o canada at military events or something to that affect","['um', 'think', 'misunderstanding', 'agreement', 'o', 'canada', 'played', 'public', 'events', 'refering', 'gstq', 'dont', 'disagree', 'miesianiacal', 'stating', 'gstq', 'played', 'public', 'events', 'plain', 'misleading', 'military', 'events', 'ones', 'play', '40', 'years', 'went', 'played', 'o', 'canada', 'military', 'events', 'affect']"
Heh. Suck it down chump.,1,0,1,0,heh suck it down chump,"['heh', 'suck', 'chump']"
"HI... it would appear the Republican office holder is locked down and owned? Not very wiki, considering that it would appear those, who are controlling that article are democrats.  That would seem to be in  conflict with any reasonable notion of fairness, but I guess no one cares.",0,0,0,0,hi it would appear the republican office holder is locked down and owned not very wiki considering that it would appear those who are controlling that article are democrats  that would seem to be in  conflict with any reasonable notion of fairness but i guess no one cares,"['hi', 'appear', 'republican', 'office', 'holder', 'locked', 'owned', 'wiki', 'considering', 'appear', 'controlling', 'article', 'democrats', 'conflict', 'reasonable', 'notion', 'fairness', 'guess', 'cares']"
"faggot 

You lil piece of shit I haven’t vandalised nothing I will fuck u up wh",1,1,1,1,"faggot 

you lil piece of shit i havent vandalised nothing i will fuck u up wh","['faggot', 'lil', 'piece', 'shit', 'havent', 'vandalised', 'fuck', 'u', 'wh']"
You filthy vandal. I will see to it that no one I know ever buys from your stupid mega-dry site.,1,0,1,0,you filthy vandal i will see to it that no one i know ever buys from your stupid megadry site,"['filthy', 'vandal', 'know', 'buys', 'stupid', 'megadry', 'site']"
"I'm watching you. 

Your blatant POV pushing hasn't gone unnoticed. 174.54.34.187",0,0,0,0,"im watching you 

your blatant pov pushing hasnt gone unnoticed 1745434187","['im', 'watching', 'blatant', 'pov', 'pushing', 'gone', 'unnoticed', '1745434187']"
"2010 Senate elections 

Ok, November 2007 was too early, sure.  But the 2008 election is almost over, and things are gearing up for 2010.  Will we need to wait until someone files with the FEC?  And I'm annoyed, but not angry.  Let's talk about what the qualifications would be for an article, as these elections are now just over 2 years away and they're going to be pretty important.",0,0,0,0,"2010 senate elections 

ok november 2007 was too early sure  but the 2008 election is almost over and things are gearing up for 2010  will we need to wait until someone files with the fec  and im annoyed but not angry  lets talk about what the qualifications would be for an article as these elections are now just over 2 years away and theyre going to be pretty important","['2010', 'senate', 'elections', 'ok', 'november', '2007', 'early', 'sure', '2008', 'election', 'things', 'gearing', '2010', 'need', 'wait', 'files', 'fec', 'im', 'annoyed', 'angry', 'lets', 'talk', 'qualifications', 'article', 'elections', 'just', '2', 'years', 'away', 'theyre', 'going', 'pretty', 'important']"
"Margaret Thatcher 

Hi again, good work on Wellington.  Working on Thatcher and recognised the editor who'd done this edit in January  You must have got interrupted. I'll try and find correct one, should be possible from the title.",0,0,0,0,"margaret thatcher 

hi again good work on wellington  working on thatcher and recognised the editor whod done this edit in january  you must have got interrupted ill try and find correct one should be possible from the title","['margaret', 'thatcher', 'hi', 'good', 'work', 'wellington', 'working', 'thatcher', 'recognised', 'editor', 'whod', 'edit', 'january', 'got', 'interrupted', 'ill', 'try', 'correct', 'possible', 'title']"
