comment,toxic,threat,insult,discrimination
"Also, here's another example of legitimate Holocaust revisionism - because it's a neutral word (but the denial should be called denial, and btw it's neutral by itself as well).",0,0,0,0
"Can you please stop editing my stuff you arent even from arkansas==
Just leave what i put obviously you are the usual barney fife who thinks everyone is up to know good and when someone does something he needs to take care of it just leave it alone
==",0,0,0,0
MUSLIM SCUM go die soon will you,1,0,1,1
Faaa Q 2 means fuck you to!,1,0,1,0
"""

 """"Life"""" vs. """"good behaviour"""" 

This article needs a lot more citing, in general. However this recent edit seems problematic. It needs to be cited, or better, amplified to say something like """"good behaviour"""" (US Constitution: Article 3, section 1, second sentence) which is effectively """"life"""". There are many sources for the constitution, here is one I found: Emory law library Hope that helps.  ++: t/c """,0,0,0,0
"Recreate?
This should be recreated just to consist with other movie articles whether or not it's unnecessary.",0,0,0,0
"Dude, dude fuck you!!!",1,0,1,0
"I too agree with you, after seeing the POV changes in the anti-India articles, after I have been blocked. Let this site continue to be used for donation-begging of the kind that  Asian beggars do through exhibition of fake wounds and amputations. I admire the treasonous missionaries for their excellent craft. It is good that Christ cannot be here to drive out the Pharisees and money-changers where petty soldiers and mechanics, and paedophile priests  sit in judgement of history and knowledge.",0,0,0,1
"Asian Gaylord 

Hello, could you please explain why you are such an asian gaylord ? (also known as chink fag) If you're not familiar with the term it is someone of chinese, korean, japanese, or other asian descent whom enjoys homosexual behavior with other males. This involves receiving and delivering. It has come to my attention you are a giant chink fag and I was wondering how you became such a chink fag ? 216.145.245.75",1,0,1,1
"Quit deleting my pages 

What's with you deleting stuff on LBJ and the kennedy assassination?  have you ever heard of Freee Speech.  Moreover, my page states information that while not fact, is certainly not proven to be false.  You are abusing your discretion, you fascist jerk.",1,0,1,0
Hyperlinks removed. 1623,0,0,0,0
"And the significance of this dropdown menu is what? You appeal to it without saying why. Are you no longer responsible for your own words, JzG?
I was not harassing Orderinchaos by any standard. You know it, I know it, and what do you want to bet totally uninvolved people will also know it? Please keep your false charges to yourself.",0,0,0,0
"And when another Cfd inhabitant asked why the response for the motor-like ripping through pointless Cfd's - many with no support was answered with:
No Just bored, I guess
 Suggests that for some the wikipedian the CVfd field is a place rather than tv, computer games, or something else - wikipedia would be a much better place if bored 100,000 + edit editors tried something else other than cfd ( Suro",0,0,0,0
"/!\ GAY WARNING /!\

THIS USER IS A GAY AND A DELETION TROLL!",1,0,0,1
You have mentioned lack of consensus. I say that unreferenced claims must be removed as described in WP:CITE. Who disagrees? Nobody? Consensus reached. Why did you revert my edits?,0,0,0,0
"""
The Turkic label is there because that's what it says in the source (Michael Axworthy's definitive biography). Encyclopaedia Iranica also calls the Afshar tribe """"Turkic"""".    """,0,0,0,0
"""

 Please Help! 

Please help!  I saw that you said """"It seems to me is that permanent magnet synchronous generator is just another name for magneto (generator). Maybe we should just change that page to redirect to this page."""" on 17 October 2013. If you still hold this opinion, could you say so here: Talk:Magneto_(generator)#RFC_on_the_Status_of_This_Article ?  Actually, even if you opinion has changed, I still solicit your comment.    """,0,0,0,0
"So Mr. Bagg Howzz u? 

I'm back to Wiki's after a week block blocked by your frn. . Let's start frm fresh Am I allowed to post pic's in Kolkata wiki page so that you guys don't remove them or I need to make my own page of Kolkata adding my clicked pic's reply??? 

If you start stopping me from editing then I'm gona start my own page named IT Infrastructure in Kolkata",0,0,0,0
", 30 December 2008 (UTC)
Inquirer.net is a reliable resource but the particular Inquirer.net article that you used as reference never mentioned that the Ang Dating Doon segment is a parody of Ang Dating Daan. In fact, the name of the program Ang Dating Daan cannot be found anywhere on that Inquirer.net article. Therefore, it does not qualify as reference, not because Inquirer.net is not reliable, but because the idea that you're trying to convey is not supported by the article. Dar book, it is actually you who is bellittling Philippine-related articles by your reckless and uneducated editing. If you truly value Philippine-related articles then you should be extra careful not to destroy their quality and credibility. Also, since you are editing the Tagalog Wikipedia, may I suggest that you begin creating a Tagalog version of the English WP articles on Eli soriano and Ang Dating Daan? If you don't do it, someone else is going to do it sooner or later. The information on the different language versions of WP must match (or at least approximate) the best and most comprehensive article, which in the case of Eli Soriano and Ang Dating Daan happens to be the English version. –   20:23",0,0,0,0
"Massage therapist's gender should be included 

The media, largely, has been very circumspect in referring to his appointment with a 'massage therapist'. The 'therapist' was, in fact, a man, not licensed, and advertises in the back pages of 'alternate' NYC weeklies with a half-naked picture of himself. It's a shame that, in this day and age, the media are so homophobic that they believe they should hide such information. At the minimum, Wikipedia should report the massage therapist's gender.",0,0,0,0
"""
Fayenatic, this user is globally blocked from editing.  Their only hope is WP:CLEANSTART.— ChatOnline """,0,0,0,0
"August 2007 (UTC)

 ha ha he called you friend. 08:46, 27",0,0,0,0
Actually [Dialog Telekom] was renamed to [Dialog Axiata] in line with their parent company [Axiata Group Berhad],0,0,0,0
"I think I'll ask for Slim Virgin's input on this one, as I'm a bit baffled as to what's happened here. Does anyone object to that?109.145.67.105",0,0,0,0
{{unblock=Destroy!!! 149.20.88.250  }},0,0,0,0
"I'm not sure why you think the part you quoted is relevant.  In the case of Politico, I don't think anyone is interested in Smith's opinion.",0,0,0,0
"THESE WIKIPEDIA PEOPLE ARE LIARS AND FASCISTS 
 TABTAB 
 TABTHEY BLOCKED ME BECAUSE THEY DIDN'T LIKE THE FACTS I POSTED ABOUT A CORRUPT BUSINESS-MAN!! THESE PEOPLE ARE LIARS AND THIS IS LIKE FASCIST GERMANY!! TAB 
 TABTAB  TABTAB 
 TAB

BLOCK THESE FASCISTS - Ryulong & Cacknuck are lying fascists!!!!!",1,0,1,0
"YOU SAY!! WHY U DELETE AGAIN??? U DUN LET ME COMMENT HERE AT UR TALKPAGE? U COWARD!!!~

IF U DO NOT KNOW WHAT DOES IT TAKE TO EAT A ROTI CANAI THEN GO AND TRY ONE, MAKE LIFE DUDE~

EXPLAIN U IDIOT!!!!!!!!!!!!!U&^$*",1,0,1,0
"""

The song you're looking for is called """"Ain't no reason"""", by Brett_Dennen, from his album """"So much more""""
see here for lyrics.

The song kinda sounds like Grey's Anatomy, but still fits the scene(s) perfectly.

 """,0,0,0,0
"Nazis like you deserve worse than death. 

I will make sure you suffer horribly.",1,1,0,1
"no links
seriously you have for the whole article no links or proof and for many not even pictures for every country, i think this is far too overwritten and can be even offending for europeans.",0,0,0,0
"somebody should shoot that stupid fuck madman 

madman is a stupid fuck who does not deserve to live",1,1,1,0
"Wikipedia:Categories_for_discussion/Log/2009_May_16#Film_series 

I would have liked to have seen more discussion on this before it was closed, particularly how OC#SMALL does or does not apply, there was no decisive argumentation on that point.  I'm a little annoyed it was you who closed the discussion when you're someone who has nominated the same type of category for deletion yourself.  And now if someone is looking for articles on e.g. sci-fi film series by genre, they won't find the Class of Nuke 'Em High film series, because the category was deleted and there's no Class of Nuke 'Em High film series article.  One could create an article for it, but I don't suppose it would have much content unless someone were really motivated; the categories didn't require anyone to create good articles, just links.  Grumble.  What would you suggest?  Creating a film series article?  Putting just the first article in the series in Science fiction films by series?",0,0,0,0
"bitch 
you are a fucking hore. you suck dick you big ass hole. you are gay you faggot ass bitch. you can go to hell you bitch ass motherfucker, suck a big dick asshole. i'm fuckin your mom ho. she can't get off my dick. your daddy probably raped you in the ass everyday when you were young you stupid ass motherfuck.",1,1,1,1
"""
, I've closely examined this topic, asked for second and third opinions, and decided not to include the content in the round-tripping article or WebEx. Please let me know if there is a change. Otherwise, I consider the subject closed for now. regards, talk """,0,0,0,0
"""

Picture of Obama with Singh
I recently made an edit to the foreign relations section of India wherein I added a picture of  Mahmohan Singh walking alongside Barack Obama and justified this on the grounds of the intimate relationship India and the US as being the """"two largest democracies in the world"""" and their sharing """"an extensive cultural, strategic, military and economic relationship.""""India-U.S. Economic and Trade RelationsThe Evolving India-U.S. Strategic Relationship. The edit was removed by another user because I didn't discuss the edit on the talkpage, so haven't taken that user's advice to heart, what do the users here think about my inclusion of the picture of Obama with Singh onto the foreign relations section of India?  """,0,0,0,0
"""

http://en.wikipedia.org/w/index.php?title=User_talk:Eblem&action;=history

(cur) (last)  11:12, 25 April 2007 Daggoth S (Talk | contribs) m (448 bytes) (Reverted 1 edit by Eblem identified as vandalism to last revision by Luna Santin. using TW)

Uh, slight error there, ace.

1 - It's *my* user talk page, not Luna's. I can't """"vandalize"""" my own talk page.

2 - the block had expired

I'm exiting Wikipedia and don't want to leave a User Page or User Talk Page as a scratch pad for doofi.

Thanks.""",0,0,0,0
What does this Wikiproject years mean? You invited me.,0,0,0,0
"matt J! 

matty j is a right winged nut!",1,0,0,0
"We're not wikinews; we should follow the coverage, not lead it. And if this is of any note, there will be some mainstream coverage in the next day or two.",0,0,0,0
"FUCK YOU 

70.17.2.2 Forever",1,0,1,0
"explanation 

Afghans are not Arabs.  But they follow the form of Arabic naming  no inherited lastname-surnames.",0,0,0,0
"""

As near as I can tell, wikipedia has no article on """"cycle structure"""". The cycle structure of an element g of a permutation group is the multi-set of sizes of orbits of the cyclic group generated by g. This is related to the cycle decomposition of g when g only has finite orbits, which takes orbit representatives a1, a2, ... and specifies g by (a1, a1^g, a1^(g^2), ... )(a2, a2^g, ...) where each tuple has no duplicate entries. This is also called """"cycle notation"""", and the """"cycle structure"""" is the list of cycle sizes.
For GAP, you can handle much larger groups using its character table library.  The following gives all the sizes, orders, and power relations for the O'Nan group. To check that 8a and 8b are not power conjugate, use the last commands.
 gap> LoadPackage(""""ctbllib"""");;
 # Get the O'Nan group as a character table
 gap> ct = CharacterTable(""""ON"""");;
 gap> OrdersClassRepresentatives(ct);
 gap> SizesConjugacyClasses(ct);
 # See which classes are 13th powers of each other
 gap> List( Filtered(
 > Cycles(PermList(PowerMap(ct,13)), [1..NrConjugacyClasses(ct)]),
 > x->Length(x)>1), x->ClassNames(ct){x});
 [ [ """"15a"""", """"15b"""" ], [ """"16a"""", """"16b"""" ], [ """"16c"""", """"16d"""" ], [ """"19a"""", """"19c"""", """"19b"""" ],
   [ """"20a"""", """"20b"""" ], [ """"28a"""", """"28b"""" ], [ """"31a"""", """"31b"""" ] ]
 gap> PrintArray(TransposedMat([ClassNames(ct), 
 > OrdersClassRepresentatives(ct),
 > SizesConjugacyClasses(ct),
 > List(SizesConjugacyClasses(ct),StringPP)]));
 [[  1a,  1,           1,                       1 ],                                                             
  [  2a,  2,     2857239,        3^2*7^2*11*19*31 ],                                                             
  [  3a,  3,   142227008,        2^6*7^3*11*19*31 ],                                                             
  [  4a,  4,     5714478,      2*3^2*7^2*11*19*31 ],                                                             
  [  4b,  4,  1800060570,    2*3^4*5*7^3*11*19*31 ],                                                             
  [  5a,  5,  2560086144,    2^7*3^2*7^3*11*19*31 ],                                                             
  [  6a,  6,  6400215360,  2^6*3^2*5*7^3*11*19*31 ],                                                             
  [  7a,  7,   335871360,      2^7*3^4*5*11*19*31 ],                                                             
  [  7b,  7,  9404398080,    2^9*3^4*5*7*11*19*31 ],                                                             
  [  8a,  8, 14400484560,  2^4*3^4*5*7^3*11*19*31 ],                                                             
  [  8b,  8, 14400484560,  2^4*3^4*5*7^3*11*19*31 ],                                                             
  [ 10a, 10, 23040775296,    2^7*3^4*7^3*11*19*31 ],                                                             
  [ 11a, 11, 41892318720,     2^9*3^4*5*7^3*19*31 ],                                                             
  [ 12a, 12, 12800430720,  2^7*3^2*5*7^3*11*19*31 ],                                                             
  [ 14a, 14, 16457696640,  2^7*3^4*5*7^2*11*19*31 ],                                                             
  [ 15a, 15, 10240344576,    2^9*3^2*7^3*11*19*31 ],                                                             
  [ 15b, 15, 10240344576,    2^9*3^2*7^3*11*19*31 ],                                                             
  [ 16a, 16, 28800969120,  2^5*3^4*5*7^3*11*19*31 ],                                                             
  [ 16b, 16, 28800969120,  2^5*3^4*5*7^3*11*19*31 ],                                                             
  [ 16c, 16, 28800969120,  2^5*3^4*5*7^3*11*19*31 ],                                                             
  [ 16d, 16, 28800969120,  2^5*3^4*5*7^3*11*19*31 ],                                                             
  [ 19a, 19, 24253447680,     2^9*3^4*5*7^3*11*31 ],                                                             
  [ 19b, 19, 24253447680,     2^9*3^4*5*7^3*11*31 ],                                                             
  [ 19c, 19, 24253447680,     2^9*3^4*5*7^3*11*31 ],                                                             
  [ 20a, 20, 23040775296,    2^7*3^4*7^3*11*19*31 ],                                                             
  [ 20b, 20, 23040775296,    2^7*3^4*7^3*11*19*31 ],                                                             
  [ 28a, 28, 16457696640,  2^7*3^4*5*7^2*11*19*31 ],                                                             
  [ 28b, 28, 16457696640,  2^7*3^4*5*7^2*11*19*31 ],                                                             
  [ 31a, 31, 14865016320,     2^9*3^4*",0,0,0,0
"""

 Suggesion for a more compact grid 

I'd like to propose a new grid format for the income inequality list. I've uploaded a screenshot here. By combining the UN/CIA """"R/P 10%"""" columns and the World Bank/CIA/GPI """"Gini index"""" columns, and by writing the years directly besides the values, we can make this grid much more readable. Of course, one could not sort by year anymore, but I don't think this is such an issue. Whichever source (UN, CIA, WB, GPI) has the latest value, that source's data should be displayed. I don't see a need for displaying different sources, since they probably all calculate those indices using the same data. I'll leave some time for people to comment on my proposal, and if no one minds, I'll go ahead and implement it.   """,0,0,0,0
"""
I'm asking for WP:Mediation, there clearly is no talking to you guys. You are not assuming good faith and are trying to introduce WP:POV deliberately to wikipedia. Well it won't work. Thanks  """,0,0,0,0
"""

From Kind Singaporean to SG man: 
I already stated earlier that the information I gave was true right up to 2003, thus this article is a piece of history: a recollection of things and experiences that are already passed.

There have been a lot of changes in the SPF in the 2 years since then, many of which I am not aware of. Guess LSF had experienced """"a wind of change"""" by now, who knows?

Besides, during my years there, LSF regularly used the parade square in SOC for their drills and other training purposes (and I guess they still do today). All these could be witnessed by residents in nearby HDB blocks with their naked eyes. Thus, LSF activities and going-ons then were no secret. Any Tom, Dick and Harry from outside could take a peek on us.

In view of these, I strongly believe that publishing this article is appropriate. I know where's my OB markers are. I thank SG man for his concern. -14 January 2006""",0,0,0,0
"""

don't be a dumbfuck
The """"Pedigree"""" or Double Underhook Facebuster is not an actual facebuster; it is a DDT because it incorporates a headlock. Stop being a dumbfuck fanboi and stop reverting.""",1,0,1,0
I would support the removal of the split template as the split suggestion was about the infobox. However I have since changed the infobox to be more status neutral and I have added relevant UNMIK information. So now we basically have what was in the three previous infoboxes all in one now.,0,0,0,0
"""

 """"PB"""" 

The article mentions that the 'PB' of PBSUCCESS comes from 'Presidential Board'.  I have read in at least two other sources that it refers to the two country digraph that the CIA used to indicate 'Guatemala', however I can't find anywhere where this is indicated for sure?  Anyone know?""",0,0,0,0
"""

 trekbbs 

Thank you for your opinions in the TrekBBS AFD.  I do not agree with the closing admin's decision and have listed this now under Deletion Review. As you had participated in the AFD, I wished to inform you this in case you wished to voice your opinion on this (view my history)/(How am I doing?) """,0,0,0,0
I've got better things to do then play this stupid game with you! I'm not a retard like you!,1,0,1,0
"So the fact that the US Govt wants to put some dude in jail for 6 yrs is irrelevant to you?  The fact that the US Govt wants some dude to PAY restitution in over $160,000 to celebrites is irrelevant to you?  You act like that kind of stuff happens every day.  But I challenge you to name one other person that is has happened to, on the scale that this has happened, anywhere in the country.  You can't, can you.  Maybe you should look in the mirror before calling someone disruptive.",1,0,0,0
"! My other edits have been nullified as well! Not only His Majesty Crown Prince Leka's! And I didnt brake the wikipedia policy there (I read it now, a little).",0,0,0,0
"""

 DYK hook? 

Statistics on this are phenomenal and it's current. Can we prioritize a DYK on it while people will have exceptional interest? FT2 (Talk | email) """,0,0,0,0
"Problem is, I have lots of links elsewhere (on talk pages, etc.) that link to specific sections of this page and I don't want to break them.",0,0,0,0
I'll say this again: I am not a sockpuppet. 193.109.199.35,0,0,0,0
"""
Yeah, that was the error I was trying to fix. p  I have now.— ChatOffline """,0,0,0,0
"Lol. Yes, it's been special lately. Benjiboi",0,0,0,0
"Speech benefits? 

Are there any benefits to tongue twisters? Any clinical studies? 192.136.210.191",0,0,0,0
"RE:  Hulk changes.

Fuck off idiot.

user coldbrotha",1,0,0,0
"List of ice hockey teams in Ontario 

I updated Template:OHL and Template:Defunct OHL to try to simplify things. Template:OHL contains all teams past and current for the OHL. Template:Defunct OHL contains all past teams from the OMJHL and the OHA Junior A. That template may need to be renamed. 

Regarding the article List of ice hockey teams in Ontario. How should we handle the defunct teams from the OHL, OMJHL, and OHA Junior A?  
That is a really good question.  I would like to add them, as it would allow the list to be both complete, and consistant with the others.  I havent added defunct Jr A teams on any other article, but many of these OHA Jr A teams were the highest level of Junior hockey at the time, I believe, so should be added as being equivalent of Major-Junior.  However, that will likely make this a really long list.  It might make sense to split the article into two: active and defunct  as I did with the baseball lists. I would suggest expanding the defunct teams and seeing how long the article gets, then deciding from there.  If we hope to get it to featured list status, as I would like for all, then we can't use the template as a part of the article itself.",0,0,0,0
"Why did you feel it necessary to create a new account just to ask me that?  Fatuorum 
I'd rather not say if that's all right. I don't want to cause anyone any embarrassment. If it concerns you, I'd be happy to discontinue.",0,0,0,0
It's in the other articles because the other articles are wrong.,0,0,0,0
But this user  is breaking all the work.,0,0,0,0
", Blah Blah Blah, you've been blocked because people are sensitive pussies who get hurt easily..",1,0,1,0
- by a person with no life and takes it up the ass,1,0,0,0
What are you retarded? I already am blocked. What a fucking moron.,1,0,1,0
"Hey, you fascist swine, you're gonna get raped in the ass. Nice job being Jimbo's bitch, you pathetic piece of shit.",1,1,1,0
"Blasphamy!!!! 
Most of you guys are breaking the Wikipedia politeness guidelines AND ARE MAKING BELLDANDY CRY WITH YOUR HATEFUL ACTIONS! Since Belldandy has never had sex with Keichi in the manga or animes how can it be porn at all? The brief and underly drawn scenes of her nudity are not part of her trying to have sex or seduce Keichi. If it was not for Belldandy's mercy, you would all pay with rivers of blood most likely! Repent to the Goddess Belldandy lest she strike ye down!!!",1,0,0,0
"""
Um no. I think there may be a misunderstanding. I am in full agreement that o Canada is played at many, many, many public events. I am refering to GSTQ.   
I don't disagree with you Miesianiacal. But stating that GSTQ is sometimes played at public events is plain misleading. Military events seem to be the only one's to play it within the last 40 years. What if it went: """"it is sometimes played along with O Canada at military events"""". Or something to that affect.""",0,0,0,0
Heh. Suck it down chump.,1,0,1,0
"HI... it would appear the Republican office holder is locked down and owned? Not very wiki, considering that it would appear those, who are controlling that article are democrats.  That would seem to be in  conflict with any reasonable notion of fairness, but I guess no one cares.",0,0,0,0
"faggot 

You lil piece of shit I haven’t vandalised nothing I will fuck u up wh",1,1,1,1
You filthy vandal. I will see to it that no one I know ever buys from your stupid mega-dry site.,1,0,1,0
"I'm watching you. 

Your blatant POV pushing hasn't gone unnoticed. 174.54.34.187",0,0,0,0
"2010 Senate elections 

Ok, November 2007 was too early, sure.  But the 2008 election is almost over, and things are gearing up for 2010.  Will we need to wait until someone files with the FEC?  And I'm annoyed, but not angry.  Let's talk about what the qualifications would be for an article, as these elections are now just over 2 years away and they're going to be pretty important.",0,0,0,0
"Margaret Thatcher 

Hi again, good work on Wellington.  Working on Thatcher and recognised the editor who'd done this edit in January  You must have got interrupted. I'll try and find correct one, should be possible from the title.",0,0,0,0
"Order of Battle 
OOB added here for safe keeping
Peninsula War Formation
Commanding General: Major General William Stewart
1st Brigade: commanded by Lieutenant Colonel John Colborne
1/3rd (Kent) Regiment of Foot (The Buffs)
2/31st (Huntingdonshire) Regiment of Foot
2/48th (Northamptonshire) Regiment of Foot
2/66th (Berkshire) Regiment of Foot

2nd Brigade: commanded by Major General Daniel Hoghton
29th Regiment of Foot
1/48th (Northamptonshire) Regiment of Foot
1/57th (West Middlesex) Regiment of Foot

3rd Brigade: commanded by Lieutenant Colonel Abercromby
2/28th (North Gloucestershire) Regiment of Foot
2/34th (Cumberland) Regiment of Foot
2/39th (Dorsetshire) Regiment of Foot
3 Coys 5/60th Foot

Crimean War Formation
Commanding General: Lieutenant General Sir George de Lacy Evans

3rd Brigade: Brigadier General Adams
41st (Welsh) Regiment of Foot
47th (Lancashire) Regiment of Foot
49th Foot
4th Brigade: Brigadier General John Lysaght Pennefather
30th (Cambridgeshire) Regiment of Foot
55th (Westmorland) Regiment of Foot
95th (Derbyshire) Regiment of Foot
Two field batteries Royal Artillery

 World War I formation 

 4th (Guards) Brigade 
2nd Battalion, the Grenadier Guards
2nd Battalion, the Coldstream Guards
3rd Battalion, the Coldstream Guards
1st Battalion, the Irish Guards
1/1st Battalion, The Hertfordshire Regiment (to 6th Bde. August 1915)

The brigade left the division on 20 August 1915 to join the
Guards Division and was renamed the 1st Guards Brigade.

 5th Brigade 
2nd Battalion, the Oxfordshire & Buckinghamshire Light Infantry
2nd Battalion, the Highland Light Infantry
17th (Service) Battalion, the Royal Fusiliers (from 99th Bde. December 1915, to 6th Bde. in February 1918)
24th (Service) Battalion, the Royal Fusiliers (from 99th Bde. December 1915)

The following battalions were part of the brigade during 1915.
1/7th Battalion, The King's (Liverpool Regiment) (September 1915 to November 1915)
2nd Battalion, the Royal Inniskilling Fusiliers (January 1915 to July 1915)                                                                    
2nd Battalion, The Worcestershire Regiment (August 1914 to December 1915)
1/9th Battalion (Glasgow Highlanders), the Highland Light Infantry (November 1914 to January 1916)
1st Battalion, The Queen's (Royal West Surrey Regiment) (July 1915 to December 1915)

 6th Brigade 
1st Battalion, The King's (Liverpool Regiment) 
2nd Battalion, The South Staffordshire Regiment
13th (Service) Battalion (West Ham), The Essex Regiment
1st Battalion, the King's Royal Rifle Corps (to 99th Bde. December 1915)

The following battalions were part of the brigade during 1915.
1st Battalion, the Royal Berkshire Regiment (August 1914 to December 1915) 
1/5th Battalion, The King's (Liverpool Regiment) (February 1915 to December 1915)
1/7th Battalion, The King's (Liverpool Regiment) (March 1915 to September 1915) 
1/1st Battalion, The Hertfordshire Regiment (August 1915 to June 1916)

The 17th Battalion of the Royal Fusiliers joined the brigade from
the 5th Brigade in February 1918.

 19th Brigade (19 August 1915 to 25 November 1915) 
2nd Battalion, the Royal Welch Fusiliers
1st Battalion, the Cameronians (Scottish Rifles)
1/5th Battalion, the Cameronians (Scottish Rifles)
1st Battalion, The Middlesex Regiment
2nd Battalion, the Argyll & Sutherland Highlanders

The brigade joined the division in August 1915 from the 27th Division and left in November for the 33rd Division,
where it swapped with the 99th Brigade.

 99th Brigade  
22nd (Service) Battalion, the Royal Fusiliers
23rd (Service) Battalion, the Royal Fusiliers
1st B",0,0,0,0
"""

 Dario (footballer) 

You where very correct in your assumptions.  """,0,0,0,0
"Die Whore 

Die you whore.",1,1,1,0
Who cares asshole? Stop terrorizing wikipedia users with your stupid questions!,1,0,1,0
from a state of lesser understanding,0,0,0,0
Deal with whatever definitions the critics use.,0,0,0,0
"I shalt sever thy head at the neck. 

It will be dreadfully slow and painful, in accordance with Wikipedia policies.",0,1,0,0
"""

I have, to my knowledge, never disallowed or dismissed the technical mathematical correctness of anything on these talk pages, only its direct relevance to the issue of physical movement (aka the problems posed by Zeno of Elea). By all means, perform your calculations and come to whatever conclusions you like, but PROVE that calculus actually correlates with what you say it does in relation to physical movement through ALL scales of movement. 

If you can't prove it, the statement 'more modern calculus has solved the mathematical aspects of the paradox with high-accuracy' remains the most scientifically credible and testable!   """,0,0,0,0
"Merge 

no point of being part of hempstead as it's listed as its own branch.",0,0,0,0
o no all these bastardsllpaybad,1,0,0,0
"""
Actually I am fully Arabic and Islamic and the correct spelling unlike how you stupid christians have been spelling it is """"Mou'ammar Al Qadhdhaffy"""". But you are all too racist and white and stupid too accept that124.180.159.192  """,1,0,1,1
"I'm not talking about wikipedia, I'm talking about real life. All the world except for you gayreeks should be treated nicely, you should be executed.",0,1,0,0
"""Vandalism==
I'm damn sick and tired of idiots vandalising this page with things like """"OMFG Dale is so fucking hot"""" NO ONE FUCKING CARES! Fuck off if you are going to do shit like that. There should be an instant ban for stuff like that!

==""",1,0,1,0
", 3 June 2008 (UTC)

If I fail to come up with an acceptable entry for this, I'll just go back to creating and editing pages for CSI: Miami, my favorite TV show, like I've been doing.

  15:55",0,0,0,0
Listen to me nigga I am your Lord ! Go to cotton plantation and work for Proud South!,1,0,1,1
"""
Wow, you're the one commenting on how users commenting on the page are """"drooling retards"""" and you try to drop this courtesy C&P; on me? You're just as pathetic as you've always been and I hope you die in a jizz fire.""",1,1,1,0
"I'm just about to post something below you can read and follow/use/refer to/link to (whatever), if you want. Admin have my balls now, so couldn't stay if I wanted to - and to be honest, I don't. Take care (and don't be so hard on us Brits!),",0,0,0,0
"What part of FUCK OFF don't you understand, youi mouth breathing pimply turd?  While you'll never bang a hot chick, you can be king of shit mountain, it that it?  I laugh at you.  You can erase and erase and erase.  It's people like you that's the reason this site isn;t making money.  Most people wouldn;t put up with your cliquey bullshit.  I, on the other hand, dont care, have plenty of time, and am all around a better person that you.  I'll bet dollars to donuts I have more money, more respect, a better job, a hotter wife and a better life.  I KNOW this is all you have.  HA, i laugh while you erase.",1,0,1,0
"""::::::::::::::::::::::::I've told you, in good faith, based on long experience (not """"infinite wisdom""""), what the problems here are. This thread began with me being able to say """"I told you so"""" to someone just like you, only two days ago. Why should I not still feel the same way about you? What has happened to make me feel any differently? I submit, that by ignoring my observations, you are just making things worse. And please drop the sarcastic bullshit.   
""",1,0,0,0
Yeah thats a really good way to get a life! Fucking fag!,1,0,1,1
"Reliability 

Guys, half this article is cited to WND. That's a WP:PRIMARY problem, but it's also specifically violative of WP:RSN's position that WND is only a reliable source for it's opinions, not for facts. I'm giving notice that I intend to remove all factual assertions cited to WND that aren't assertions as to WND's opinions. 24.177.120.138",0,0,0,0
", I'm reluctant to make minor changes.",0,0,0,0
I did not vandalize. Please stop the slander.,0,0,0,0
REDIRECT Talk:Bolivian chinchilla rat,0,0,1,1
"Example Citation 

For the paragraph:

Some judges are also known to rule against precedent on principle. A judge (or even an interim appeal court) may rule against a precedent that is outdated. The judge may feel the decision needs to be overturned due to more sophisticated legal reasoning. Such a judge may wish to help the law evolve by ruling against precedent and thereby indirectly inducing a losing party to appeal. The appeal court will then have an opportunity to review the lower court's decision and may adopt the lower court's reasoning, thereby overturning previous case law. This may also happen several times as the case works its way through intermediate appellate jurisdictions.

Would it be an idea to provide an example? A world-famous example is the Warren court's overturning of Plessy v. Ferguson in Brown v. Board of Education.",0,0,0,0
For being a massive faggot,1,0,1,0
DELETE YOUR ACCOUNT.'DELETE YOUR ACCOUNT.'DELETE YOUR ACCOUNT.,0,0,0,0
"{{unblock|The reason I used sockpuppets was to avoid harassment from user: Dibo who immediately reverted all my edits, ,  and  when I forgot to log and branded me a sockpuppet of some previous user, here  which the checkuser proved did not exist . I got into a revert war with user: Tancred and user: Dibo who from the contributions, seemed to devote their time exclusively to making trouble and aiding each other in edit wars, as is shown here, ,  as well as in the earlier case regarding user: Ehinger222 who they erroneeouslly accused me of being. After several days of edit warring with user: Tancred over the right to call rugby league football, football,(surely a neccessity and not erroneous), user: Tancred's vandalism to the rugby league nations template here , The names of various sports on the Marconi stadium site  and whether the a-league franchises should be referred to as clubs(part of their franchise names, e.g.Queensland Roar FC is a franchise and not a club, but takes the name of a club for marketting reasons) or franchises, and whether minor premiers were premiers or not. Tancred has a history of edit wars, exemplified no better than here. I was banned by user: Chuq although my last free edits from here were this , , my last was this .  is where I made an argument for my case for the A-League case. Earlier, I had asked Chuq to please get a non soccer admin to help sort it out made in language not too different to chuq's .  Funnilly enough user:Chuq sent no warnings to user:Dibo and user:Tancred despite their equally uncivil and accusatry of vandalism here , (I was not one at that stage, as I was not trying to misuse the system and eing honest enough not to use this account to try to sway the argument),  , (note the term POV rubbish). I felt I was hard done by and resolved to annoy the blockers as much as they had annoyed me before resuming as my previous identity and making a large number of useful contributions before being bogged down by a piece of shit like user:Dibo who provoked this whole encounter. User:Dibo and User:tancred are the ones who should be banned if any justice is to be done, and I am resolved upon annoying the whole lot of you unless I am unblocked and the usefullness of my <500 edits is acknowledged as actual contributions and user:dibo recognised as the edit warrer that he/she/ it is.",0,0,0,0
